2.212569364	207.5390388	183.6557138	-0.551634603
2.546294885	216.3854093	183.8229663	-0.55215159
1.749824634	202.7898599	183.9218148	-0.553792846
2.317195285	212.3529115	184.0893189	-0.556574044
2.819552558	216.2984221	184.258176	-0.559377706
2.722115929	218.2047783	184.4055065	-0.562530223
2.665362918	217.3806304	184.5805077	-0.56543657
2.491332457	220.3153501	184.6198322	-0.57842049
2.505496111	215.8390246	184.7336502	-0.580318335
1.994689885	203.9253617	184.8174027	-0.581714855
2.737210741	219.8293432	184.9307932	-0.583605571
2.729297801	219.3959109	184.9370181	-0.643503286
2.527733784	213.7494329	185.1001693	-0.646276481
2.863474211	221.3018126	185.5859938	-0.708014014
2.589982203	214.7764224	185.6352344	-0.708865181
2.647219413	222.4692745	185.7432757	-0.722931045
2.73562048	216.2528251	185.8419536	-0.724643258
2.535094405	223.0442396	185.9232384	-0.726053674
2.254279289	206.4985615	186.1599856	-0.730161601
2.021148748	203.4081622	186.3291585	-0.733097011
2.623915566	214.4594864	186.3483969	-0.733430827
2.649818018	219.5447892	186.4989822	-0.737973701
2.42345589	215.2400946	186.6050718	-0.764651118
2.852390732	219.5174219	186.6614234	-0.765636989
2.466608339	211.9191212	186.6995141	-0.772596511
2.637584567	222.0873226	186.8268546	-0.774828622
2.3332338	216.1693926	186.9459081	-0.776915474
2.429359878	212.5876605	187.0968706	-0.787221326
2.583310757	221.248353	187.1600695	-0.788331707
2.16365128	207.7058998	187.3771787	-0.799723465
2.447654793	210.8067908	187.5333245	-0.802473201
2.310725026	209.3541667	187.7188776	-0.805740803
2.303990113	203.6184428	187.9453964	-0.809729813
2.968939995	221.8955034	187.9453977	-0.809729836
2.840968863	224.8749858	188.0570388	-0.826405225
2.439286472	210.3233647	188.1481718	-0.828017211
2.513198787	218.9184515	188.2502845	-0.829823409
2.690578964	221.3160049	188.3343356	-0.831310127
2.730337124	219.9507999	188.4600673	-0.833534105
2.303918828	217.0948688	188.6199471	-0.836362104
2.667404197	210.2939472	188.7711698	-0.839036972
2.821390444	218.3801488	188.9274667	-0.841801595
2.451190763	215.5853211	188.9904394	-0.842915473
2.703573624	219.7351008	189.0288495	-0.84915859
2.079923342	213.7884445	189.1702781	-0.858675989
2.463055322	211.4436276	189.2419892	-0.859949203
2.144786445	210.3119169	189.4083725	-0.8629033
2.100435474	204.6044431	189.4167009	-0.873393472
2.471483396	219.5876635	189.5697577	-0.876119319
2.695470491	217.5031642	189.7006662	-0.878450718
2.770407751	219.6732485	189.7476738	-0.879287893
2.492307902	207.2451667	189.9282037	-0.886036922
2.479948778	221.697352	190.189045	-0.890687198
2.117765054	213.194321	190.3354193	-0.893296756
2.924131778	223.9898569	190.4076966	-0.894585313
2.36106381	215.5320377	190.4391218	-0.89884824
2.840168944	220.6241527	190.6058506	-0.90182392
2.433674148	205.4625999	190.6239582	-0.933615471
2.475149825	216.2591455	190.7272556	-0.935476116
2.616109016	217.1516311	190.8422429	-0.937547326
2.577676374	214.0912014	191.0428466	-0.942351186
